             t,          Mass,      FuelMass,       Aileron,      Elevator,        Rudder,        Throttle,         alpha,          beta,             V,             u,             v,             w,             p,             q,             r,           Phi,         Theta,           Psi,         Gamma,             h,             T,             x,             y,             z,         Power,      PowerMax,           rpm
+4.6910000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990569e+000, +0.0000000000e+000, +5.4999998274e+001, +5.4960400220e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.3633798998e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976537e+000, +0.0000000000e+000, -1.4027131406e-006, +2.9999999710e+003, +6.5066180576e+002, +2.5805999252e+003, +0.0000000000e+000, -2.9999999710e+003, +4.426350033321e+001, +8.389892843555e+001, +5.1109252716e+263
+4.6920000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990569e+000, +0.0000000000e+000, +5.4999998275e+001, +5.4960400221e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.3435016953e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976531e+000, +0.0000000000e+000, -1.4032320880e-006, +2.9999999710e+003, +6.5066180576e+002, +2.5811499252e+003, +0.0000000000e+000, -2.9999999710e+003, +4.426350033327e+001, +8.389892843569e+001, +5.1109252716e+263
+4.6930000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990569e+000, +0.0000000000e+000, +5.4999998276e+001, +5.4960400222e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.3236004940e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976526e+000, +0.0000000000e+000, -1.4037490315e-006, +2.9999999710e+003, +6.5066180577e+002, +2.5816999251e+003, +0.0000000000e+000, -2.9999999710e+003, +4.426350033333e+001, +8.389892843583e+001, +5.1109252716e+263
+4.6940000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990568e+000, +0.0000000000e+000, +5.4999998276e+001, +5.4960400222e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.3036764086e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976520e+000, +0.0000000000e+000, -1.4042639686e-006, +2.9999999709e+003, +6.5066180577e+002, +2.5822499251e+003, +0.0000000000e+000, -2.9999999709e+003, +4.426350033339e+001, +8.389892843597e+001, +5.1109252716e+263
+4.6950000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990568e+000, +0.0000000000e+000, +5.4999998277e+001, +5.4960400223e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.2837295380e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976515e+000, +0.0000000000e+000, -1.4047768969e-006, +2.9999999709e+003, +6.5066180577e+002, +2.5827999251e+003, +0.0000000000e+000, -2.9999999709e+003, +4.426350033345e+001, +8.389892843611e+001, +5.1109252716e+263
+4.6960000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990568e+000, +0.0000000000e+000, +5.4999998278e+001, +5.4960400224e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.2637599782e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976510e+000, +0.0000000000e+000, -1.4052878147e-006, +2.9999999709e+003, +6.5066180577e+002, +2.5833499251e+003, +0.0000000000e+000, -2.9999999709e+003, +4.426350033352e+001, +8.389892843625e+001, +5.1109252716e+263
+4.6970000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990568e+000, +0.0000000000e+000, +5.4999998278e+001, +5.4960400224e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.2437678371e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976505e+000, +0.0000000000e+000, -1.4057967192e-006, +2.9999999709e+003, +6.5066180577e+002, +2.5838999251e+003, +0.0000000000e+000, -2.9999999709e+003, +4.426350033358e+001, +8.389892843639e+001, +5.1109252716e+263
+4.6980000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990568e+000, +0.0000000000e+000, +5.4999998279e+001, +5.4960400225e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.2237532133e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976499e+000, +0.0000000000e+000, -1.4063036087e-006, +2.9999999709e+003, +6.5066180577e+002, +2.5844499250e+003, +0.0000000000e+000, -2.9999999709e+003, +4.426350033364e+001, +8.389892843653e+001, +5.1109252716e+263
+4.6990000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990567e+000, +0.0000000000e+000, +5.4999998280e+001, +5.4960400226e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.2037162128e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976494e+000, +0.0000000000e+000, -1.4068084812e-006, +2.9999999709e+003, +6.5066180577e+002, +2.5849999250e+003, +0.0000000000e+000, -2.9999999709e+003, +4.426350033370e+001, +8.389892843667e+001, +5.1109252716e+263
+4.7000000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990567e+000, +0.0000000000e+000, +5.4999998280e+001, +5.4960400226e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.1836569431e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976489e+000, +0.0000000000e+000, -1.4073113346e-006, +2.9999999709e+003, +6.5066180577e+002, +2.5855499250e+003, +0.0000000000e+000, -2.9999999709e+003, +4.426350033376e+001, +8.389892843681e+001, +5.1109252716e+263
+4.7010000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990567e+000, +0.0000000000e+000, +5.4999998281e+001, +5.4960400227e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.1635755048e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976484e+000, +0.0000000000e+000, -1.4078121660e-006, +2.9999999709e+003, +6.5066180577e+002, +2.5860999250e+003, +0.0000000000e+000, -2.9999999709e+003, +4.426350033382e+001, +8.389892843695e+001, +5.1109252716e+263
+4.7020000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990567e+000, +0.0000000000e+000, +5.4999998282e+001, +5.4960400228e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.1434720036e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976479e+000, +0.0000000000e+000, -1.4083109739e-006, +2.9999999708e+003, +6.5066180577e+002, +2.5866499250e+003, +0.0000000000e+000, -2.9999999708e+003, +4.426350033389e+001, +8.389892843709e+001, +5.1109252716e+263
+4.7030000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990567e+000, +0.0000000000e+000, +5.4999998282e+001, +5.4960400228e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.1233465385e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976473e+000, +0.0000000000e+000, -1.4088077557e-006, +2.9999999708e+003, +6.5066180577e+002, +2.5871999250e+003, +0.0000000000e+000, -2.9999999708e+003, +4.426350033395e+001, +8.389892843723e+001, +5.1109252716e+263
+4.7040000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990567e+000, +0.0000000000e+000, +5.4999998283e+001, +5.4960400229e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -5.1031992056e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976468e+000, +0.0000000000e+000, -1.4093025098e-006, +2.9999999708e+003, +6.5066180578e+002, +2.5877499249e+003, +0.0000000000e+000, -2.9999999708e+003, +4.426350033401e+001, +8.389892843737e+001, +5.1109252716e+263
+4.7050000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990566e+000, +0.0000000000e+000, +5.4999998284e+001, +5.4960400230e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -5.0830301058e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976463e+000, +0.0000000000e+000, -1.4097952338e-006, +2.9999999708e+003, +6.5066180578e+002, +2.5882999249e+003, +0.0000000000e+000, -2.9999999708e+003, +4.426350033407e+001, +8.389892843751e+001, +5.1109252716e+263
+4.7060000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990566e+000, +0.0000000000e+000, +5.4999998284e+001, +5.4960400230e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -5.0628393485e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976458e+000, +0.0000000000e+000, -1.4102859260e-006, +2.9999999708e+003, +6.5066180578e+002, +2.5888499249e+003, +0.0000000000e+000, -2.9999999708e+003, +4.426350033413e+001, +8.389892843765e+001, +5.1109252716e+263
+4.7070000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990566e+000, +0.0000000000e+000, +5.4999998285e+001, +5.4960400231e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -5.0426270441e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976453e+000, +0.0000000000e+000, -1.4107745840e-006, +2.9999999708e+003, +6.5066180578e+002, +2.5893999249e+003, +0.0000000000e+000, -2.9999999708e+003, +4.426350033419e+001, +8.389892843779e+001, +5.1109252716e+263
+4.7080000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990566e+000, +0.0000000000e+000, +5.4999998286e+001, +5.4960400232e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -5.0223932896e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976448e+000, +0.0000000000e+000, -1.4112612057e-006, +2.9999999708e+003, +6.5066180578e+002, +2.5899499249e+003, +0.0000000000e+000, -2.9999999708e+003, +4.426350033426e+001, +8.389892843793e+001, +5.1109252716e+263
+4.7090000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990566e+000, +0.0000000000e+000, +5.4999998286e+001, +5.4960400232e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -5.0021381965e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976443e+000, +0.0000000000e+000, -1.4117457888e-006, +2.9999999707e+003, +6.5066180578e+002, +2.5904999249e+003, +0.0000000000e+000, -2.9999999707e+003, +4.426350033432e+001, +8.389892843807e+001, +5.1109252716e+263
+4.7100000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990565e+000, +0.0000000000e+000, +5.4999998287e+001, +5.4960400233e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -4.9818618452e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976438e+000, +0.0000000000e+000, -1.4122283320e-006, +2.9999999707e+003, +6.5066180578e+002, +2.5910499248e+003, +0.0000000000e+000, -2.9999999707e+003, +4.426350033438e+001, +8.389892843821e+001, +5.1109252716e+263
+4.7110000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990565e+000, +0.0000000000e+000, +5.4999998288e+001, +5.4960400234e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -4.9615643679e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976433e+000, +0.0000000000e+000, -1.4127088327e-006, +2.9999999707e+003, +6.5066180578e+002, +2.5915999248e+003, +0.0000000000e+000, -2.9999999707e+003, +4.426350033444e+001, +8.389892843835e+001, +5.1109252716e+263
+4.7120000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990565e+000, +0.0000000000e+000, +5.4999998289e+001, +5.4960400235e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -4.9412458580e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976428e+000, +0.0000000000e+000, -1.4131872893e-006, +2.9999999707e+003, +6.5066180578e+002, +2.5921499248e+003, +0.0000000000e+000, -2.9999999707e+003, +4.426350033450e+001, +8.389892843850e+001, +5.1109252716e+263
+4.7130000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990565e+000, +0.0000000000e+000, +5.4999998289e+001, +5.4960400235e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -4.9209064083e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976423e+000, +0.0000000000e+000, -1.4136636994e-006, +2.9999999707e+003, +6.5066180578e+002, +2.5926999248e+003, +0.0000000000e+000, -2.9999999707e+003, +4.426350033456e+001, +8.389892843864e+001, +5.1109252716e+263
+4.7140000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990565e+000, +0.0000000000e+000, +5.4999998290e+001, +5.4960400236e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -4.9005461281e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976418e+000, +0.0000000000e+000, -1.4141380608e-006, +2.9999999707e+003, +6.5066180578e+002, +2.5932499248e+003, +0.0000000000e+000, -2.9999999707e+003, +4.426350033463e+001, +8.389892843878e+001, +5.1109252716e+263
+4.7150000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990564e+000, +0.0000000000e+000, +5.4999998291e+001, +5.4960400237e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -4.8801651402e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976413e+000, +0.0000000000e+000, -1.4146103722e-006, +2.9999999707e+003, +6.5066180579e+002, +2.5937999248e+003, +0.0000000000e+000, -2.9999999707e+003, +4.426350033469e+001, +8.389892843892e+001, +5.1109252716e+263
+4.7160000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990564e+000, +0.0000000000e+000, +5.4999998291e+001, +5.4960400237e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -4.8597635366e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976408e+000, +0.0000000000e+000, -1.4150806313e-006, +2.9999999706e+003, +6.5066180579e+002, +2.5943499247e+003, +0.0000000000e+000, -2.9999999706e+003, +4.426350033475e+001, +8.389892843906e+001, +5.1109252716e+263
+4.7170000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990564e+000, +0.0000000000e+000, +5.4999998292e+001, +5.4960400238e+001, +0.0000000000e+000, +2.0866762733e+000, +0.0000000000e+000, -4.8393414213e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976404e+000, +0.0000000000e+000, -1.4155488357e-006, +2.9999999706e+003, +6.5066180579e+002, +2.5948999247e+003, +0.0000000000e+000, -2.9999999706e+003, +4.426350033481e+001, +8.389892843920e+001, +5.1109252716e+263
+4.7180000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990564e+000, +0.0000000000e+000, +5.4999998293e+001, +5.4960400239e+001, +0.0000000000e+000, +2.0866762734e+000, +0.0000000000e+000, -4.8188989042e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976399e+000, +0.0000000000e+000, -1.4160149840e-006, +2.9999999706e+003, +6.5066180579e+002, +2.5954499247e+003, +0.0000000000e+000, -2.9999999706e+003, +4.426350033487e+001, +8.389892843934e+001, +5.1109252716e+263
+4.7190000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990564e+000, +0.0000000000e+000, +5.4999998293e+001, +5.4960400239e+001, +0.0000000000e+000, +2.0866762734e+000, +0.0000000000e+000, -4.7984360724e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976394e+000, +0.0000000000e+000, -1.4164790739e-006, +2.9999999706e+003, +6.5066180579e+002, +2.5959999247e+003, +0.0000000000e+000, -2.9999999706e+003, +4.426350033494e+001, +8.389892843948e+001, +5.1109252716e+263
+4.7200000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990563e+000, +0.0000000000e+000, +5.4999998294e+001, +5.4960400240e+001, +0.0000000000e+000, +2.0866762734e+000, +0.0000000000e+000, -4.7779530298e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976389e+000, +0.0000000000e+000, -1.4169411036e-006, +2.9999999706e+003, +6.5066180579e+002, +2.5965499247e+003, +0.0000000000e+000, -2.9999999706e+003, +4.426350033500e+001, +8.389892843962e+001, +5.1109252716e+263
+4.7210000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990563e+000, +0.0000000000e+000, +5.4999998295e+001, +5.4960400241e+001, +0.0000000000e+000, +2.0866762734e+000, +0.0000000000e+000, -4.7574498933e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976384e+000, +0.0000000000e+000, -1.4174010710e-006, +2.9999999706e+003, +6.5066180579e+002, +2.5970999247e+003, +0.0000000000e+000, -2.9999999706e+003, +4.426350033506e+001, +8.389892843976e+001, +5.1109252716e+263
+4.7220000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990563e+000, +0.0000000000e+000, +5.4999998295e+001, +5.4960400241e+001, +0.0000000000e+000, +2.0866762734e+000, +0.0000000000e+000, -4.7369267645e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976380e+000, +0.0000000000e+000, -1.4178589746e-006, +2.9999999706e+003, +6.5066180579e+002, +2.5976499246e+003, +0.0000000000e+000, -2.9999999706e+003, +4.426350033512e+001, +8.389892843990e+001, +5.1109252716e+263
+4.7230000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990563e+000, +0.0000000000e+000, +5.4999998296e+001, +5.4960400242e+001, +0.0000000000e+000, +2.0866762734e+000, +0.0000000000e+000, -4.7163837537e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976375e+000, +0.0000000000e+000, -1.4183148121e-006, +2.9999999706e+003, +6.5066180579e+002, +2.5981999246e+003, +0.0000000000e+000, -2.9999999706e+003, +4.426350033518e+001, +8.389892844004e+001, +5.1109252716e+263
+4.7240000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990563e+000, +0.0000000000e+000, +5.4999998297e+001, +5.4960400243e+001, +0.0000000000e+000, +2.0866762734e+000, +0.0000000000e+000, -4.6958209607e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976370e+000, +0.0000000000e+000, -1.4187685822e-006, +2.9999999705e+003, +6.5066180579e+002, +2.5987499246e+003, +0.0000000000e+000, -2.9999999705e+003, +4.426350033525e+001, +8.389892844019e+001, +5.1109252716e+263
+4.7250000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990562e+000, +0.0000000000e+000, +5.4999998298e+001, +5.4960400244e+001, +0.0000000000e+000, +2.0866762734e+000, +0.0000000000e+000, -4.6752384787e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976365e+000, +0.0000000000e+000, -1.4192202822e-006, +2.9999999705e+003, +6.5066180579e+002, +2.5992999246e+003, +0.0000000000e+000, -2.9999999705e+003, +4.426350033531e+001, +8.389892844033e+001, +5.1109252716e+263
